"","mean.cop","mean.chal","mean.mot","mean.tot","se.cop","se.chal","se.mot","se.tot","mean.prev","sd.prev","se.prev"
"1",1.14732593340061,1.46014127144299,0.20686175580222,2.81432896064581,0.0671851714704546,0.0924213130744184,0.0235170479604092,0.145695723023235,0.673892533898634,0.256948155933452,0.0712645962579984
