fish_id,site_id,year,day,month,location,fish_num,species,length,height,Lep_cope,chalA,chalB,Lep_PAmale,Lep_PAfemale,Lep_male,Lep_nongravid,Lep_gravid,Caligus_cope,Caligus_mot,Caligus_gravid,unid_cope,chal_unid,unid_PA,unid_adult,chal_scar,pred_scar,mot_scar,hem,mateguarding,eroded_gill,blue_blotches,pinched_belly,scales,white_eye,Grazed_gill_plate,Lironca,comments,sum_all_lice,Prevalence,Motile Lep,Motile Caligus,chal,attached 
1559,73,2019,8,6,Cypre River,9,chinook,70,10,,,,1,1,,,,,,,,,,,,,,,,,,,1,1,,,,2,1,2,0,0,0
1560,73,2019,8,6,Cypre River,10,chinook,50,8,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,1,1,0,1,0,0
1561,73,2019,8,6,Cypre River,11,chinook,72,12,,1,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,2,1,0,1,1,1
1562,73,2019,8,6,Cypre River,12,chinook,56,10,,3,,,,,,,9,,,,,,,,,,,,,,,,1,,,,12,1,0,0,3,3
1563,73,2019,8,6,Cypre River,13,chinook,82,18,,2,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,3,1,0,0,2,2
1564,73,2019,8,6,Cypre River,14,chinook,48,8,4,,,1,,,,,4,,,,,,,,,,,,,,,,,,,,9,1,1,0,0,4
1565,73,2019,8,6,Cypre River,15,chinook,60,10,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,1,1,0,0,0,0
1566,73,2019,8,6,Cypre River,16,chinook,78,16,1,,,1,,,,,3,,,,,,,,,,1,,1,,,1,,,,H-eroded gill,5,1,1,0,0,1
1567,73,2019,8,6,Cypre River,17,chinook,62,12,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,1,0,0,0,1
1568,73,2019,8,6,Cypre River,18,chinook,75,15,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,1,1,0,0,0,0
1569,73,2019,8,6,Cypre River,19,chinook,60,8,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,1,0,0,0,0
1570,73,2019,8,6,Cypre River,20,chinook,65,10,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,0,0,0,0,0
1571,74,2019,8,6,Cypre River,1,chum,55,14,1,11,5,2,3,,1,,,,,,,,,7,,1,1,1,,1,,1,1,1,,"Grazed gill plate x 2 and mate gaurding x 2, H-eye",23,1,6,0,16,17
1572,75,2019,13,6,Cypre River,1,chinook,59,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,1
1573,75,2019,13,6,Cypre River,2,chinook,50,11,,1,2,,,,,,,,,,,,,1,,,,,,,,,,,,,3,1,0,0,3,3
1574,75,2019,13,6,Cypre River,3,chinook,64,13,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1575,76,2019,13,6,Cypre River,1,chinook,66,12,,2,1,,,,,,,,,,,,,2,,,,,,,,1,,,,,3,1,0,0,3,3
1576,76,2019,13,6,Cypre River,2,chinook,65,11,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1577,76,2019,13,6,Cypre River,3,chinook,83,15,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,clipped adipose,1,1,0,1,0,0
1578,77,2019,14,6,Bedwell River,1,chinook,79,15,,,,,,,,,,,,,,,,,,,,,,,,1,,,,clipped,0,0,0,0,0,0
1579,77,2019,14,6,Bedwell River,2,chinook,73,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
1580,78,2019,17,6,Moyeha,1,chinook,69,14,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1581,79,2019,17,6,Moyeha,1,chinook,82,16,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,0,0,1,1
1582,80,2019,20,6,Bedwell River,1,chinook,75,13,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1583,80,2019,20,6,Bedwell River,2,chinook,94,14,,,,,,,,,,,,,,,,,,,,,,,,1,clipped,,,,0,0,0,0,0,0
1584,80,2019,20,6,Bedwell River,3,chinook,68,13,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1585,80,2019,20,6,Bedwell River,4,chinook,64,10,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1586,80,2019,20,6,Bedwell River,5,chinook,75,11,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1587,80,2019,20,6,Bedwell River,6,chinook,76,14,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1588,80,2019,20,6,Bedwell River,7,chinook,66,11,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1589,80,2019,20,6,Bedwell River,8,chinook,69,13,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,PS-fish,0,0,0,0,0,0
1590,80,2019,20,6,Bedwell River,9,chinook,75,13,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1591,80,2019,20,6,Bedwell River,10,chum,73,11,,,,,,,,,,,,,,,,,,,,,,,,1,,,,clipped,0,0,0,0,0,0
1592,80,2019,20,6,Bedwell River,11,coho,55,9,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1593,80,2019,20,6,Bedwell River,12,chinook,81,13,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1594,80,2019,20,6,Bedwell River,13,coho,51,9,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1595,80,2019,20,6,Bedwell River,14,chinook,66,11,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1596,80,2019,20,6,Bedwell River,15,chinook,69,12,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1597,80,2019,20,6,Bedwell River,16,coho,85,15,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1598,80,2019,20,6,Bedwell River,17,chinook,73,14,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1599,80,2019,20,6,Bedwell River,18,chinook,79,14,,,,,,,,,,,,,,,,,,,,,,,,1,,,,cllipped,0,0,0,0,0,0
1600,80,2019,20,6,Bedwell River,19,chum,62,9,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1601,80,2019,20,6,Bedwell River,20,coho,50,9,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1602,80,2019,20,6,Bedwell River,21,coho,60,10,,,,,,,,,,,,,,,,,,,,,,,,1,,,,clipped,0,0,0,0,0,0
1603,80,2019,20,6,Bedwell River,22,chinook,78,14,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1604,80,2019,20,6,Bedwell River,23,chinook,72,13,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,PS-crab,0,0,0,0,0,0
1605,80,2019,20,6,Bedwell River,24,coho,71,13,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1606,80,2019,20,6,Bedwell River,25,coho,60,12,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,"H-flank, scarred by crab",0,0,0,0,0,0
1607,80,2019,20,6,Bedwell River,26,chinook,63,11,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1608,80,2019,20,6,Bedwell River,27,chinook,75,13,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1609,80,2019,20,6,Bedwell River,28,chum,65,10,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1610,80,2019,20,6,Bedwell River,29,chum,63,10,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1611,80,2019,20,6,Bedwell River,30,coho,52,9,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1612,80,2019,20,6,Bedwell River,31,chum,71,12,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1613,80,2019,20,6,Bedwell River,32,herring,59,9,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1614,80,2019,20,6,Bedwell River,33,herring,62,10,,,1,,,,,,1,,1,,,,,,,,,,,,,1,,,,,3,1,0,1,1,1
1615,80,2019,20,6,Bedwell River,34,herring,52,7,,1,,,,,,,1,1,,,,,,,,,,,,,,1,,,,,3,1,0,1,1,1
1616,80,2019,20,6,Bedwell River,35,chinook,72,14,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,H-Predscar,0,0,0,0,0,0
1617,80,2019,20,6,Bedwell River,36,chinook,73,14,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1618,80,2019,20,6,Bedwell River,37,coho,75,13,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1619,80,2019,20,6,Bedwell River,38,chinook,63,11,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1620,80,2019,20,6,Bedwell River,39,chinook,66,12,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1621,80,2019,20,6,Bedwell River,40,chinook,73,14,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,0,0,0,0,0
1622,80,2019,20,6,Bedwell River,41,chinook,82,14,,,,,,,,,,,,,,,,,,,,,,,,1,,,,clipped,0,0,0,0,0,0
1623,80,2019,20,6,Bedwell River,42,chinook,83,16,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,0,0,0,0,0
1624,80,2019,20,6,Bedwell River,43,chinook,79,14,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1625,80,2019,20,6,Bedwell River,44,chinook,71,13,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1626,80,2019,20,6,Bedwell River,45,chinook,79,13,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1627,80,2019,20,6,Bedwell River,46,chinook,74,13,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1628,80,2019,20,6,Bedwell River,47,coho,75,14,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1629,80,2019,20,6,Bedwell River,48,chinook,77,14,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,clipped,0,0,0,0,0,0
1630,80,2019,20,6,Bedwell River,49,chum,77,10,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1631,80,2019,20,6,Bedwell River,50,coho,72,13,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1632,80,2019,20,6,Bedwell River,51,coho,66,11,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1633,80,2019,20,6,Bedwell River,52,coho,53,10,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1634,80,2019,20,6,Bedwell River,53,chinook,72,14,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1635,80,2019,20,6,Bedwell River,54,chinook,78,15,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1636,80,2019,20,6,Bedwell River,55,chinook,63,13,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1637,80,2019,20,6,Bedwell River,56,chinook,82,14,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,"clipped, PS-fish",0,0,0,0,0,0
1638,80,2019,20,6,Bedwell River,57,chum,72,12,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1639,80,2019,20,6,Bedwell River,58,chum,71,12,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1640,80,2019,20,6,Bedwell River,59,herring,58,9,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1641,80,2019,20,6,Bedwell River,60,herring,63,11,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1642,80,2019,20,6,Bedwell River,61,herring,59,10,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1643,80,2019,20,6,Bedwell River,62,herring,54,8,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1644,81,2019,20,6,Bedwell River,1,herring,56,8,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1645,81,2019,20,6,Bedwell River,2,chinook,76,10,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1646,81,2019,20,6,Bedwell River,3,chinook,69,12,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1647,81,2019,20,6,Bedwell River,4,chinook,73,13,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,H-operculum,0,0,0,0,0,0
1648,81,2019,20,6,Bedwell River,5,chinook,64,12,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1649,81,2019,20,6,Bedwell River,6,chinook,82,15,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1650,81,2019,20,6,Bedwell River,7,chinook,69,13,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1651,81,2019,20,6,Bedwell River,8,coho,61,12,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1652,81,2019,20,6,Bedwell River,9,chinook,88,16,,,,,,,,,,,,,,,,,,,,,,,,1,,,,clipped,0,0,0,0,0,0
1653,81,2019,20,6,Bedwell River,10,chinook,67,13,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1654,81,2019,20,6,Bedwell River,11,chinook,74,14,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1655,81,2019,20,6,Bedwell River,12,coho,51,9,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1656,81,2019,20,6,Bedwell River,13,chinook,72,14,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1657,81,2019,20,6,Bedwell River,14,herring,57,9,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1658,81,2019,20,6,Bedwell River,15,herring,60,10,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,0,0,1,1
1659,81,2019,20,6,Bedwell River,16,herring,56,9,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,0,0,1,1
1660,81,2019,20,6,Bedwell River,17,herring,56,8,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1661,82,2019,20,6,Bedwell River,1,chinook,69,12,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1662,82,2019,20,6,Bedwell River,2,chinook,72,14,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1663,82,2019,20,6,Bedwell River,3,chinook,83,15,,,,,,,,,,,,,,,,,,,,,,,,1,,,,clipped,0,0,0,0,0,0
1664,82,2019,20,6,Bedwell River,4,chinook,72,12,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,H-operculum,0,0,0,0,0,0
1665,82,2019,20,6,Bedwell River,5,chinook,79,15,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1666,82,2019,20,6,Bedwell River,6,chinook,76,14,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1667,82,2019,20,6,Bedwell River,7,chinook,64,12,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1668,82,2019,20,6,Bedwell River,8,coho,75,13,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1669,82,2019,20,6,Bedwell River,9,coho,67,14,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1670,82,2019,20,6,Bedwell River,10,chinook,67,11,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1671,82,2019,20,6,Bedwell River,11,chinook,77,14,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1672,82,2019,20,6,Bedwell River,12,chinook,82,15,,,,,,,,,,,,,,,,,,,,,,,,1,,,,clipped,0,0,0,0,0,0
1673,82,2019,20,6,Bedwell River,13,coho,69,12,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1674,82,2019,20,6,Bedwell River,14,chinook,78,13,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1675,82,2019,20,6,Bedwell River,15,chinook,97,17,,,,,,,,,,,,,,,,,,,,,,,,1,,,,clipped,0,0,0,0,0,0
1676,82,2019,20,6,Bedwell River,16,chinook,81,15,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1677,82,2019,20,6,Bedwell River,17,chinook,71,14,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1678,82,2019,20,6,Bedwell River,18,chinook,77,13,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1679,82,2019,20,6,Bedwell River,19,chinook,67,13,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1680,82,2019,20,6,Bedwell River,20,chinook,91,17,,,,,,,,,,,,,,,,,,,,,,,,1,,,,clipped,0,0,0,0,0,0
1681,82,2019,20,6,Bedwell River,21,chinook,73,13,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1682,82,2019,20,6,Bedwell River,22,chinook,73,14,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1683,82,2019,20,6,Bedwell River,23,chinook,65,12,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1684,82,2019,20,6,Bedwell River,24,chinook,79,15,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1685,82,2019,20,6,Bedwell River,25,chinook,87,15,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1686,82,2019,20,6,Bedwell River,26,chinook,75,12,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1687,82,2019,20,6,Bedwell River,27,chinook,73,13,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1688,82,2019,20,6,Bedwell River,28,chinook,69,12,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,"H-flank, PS-fish",0,0,0,0,0,0
1689,82,2019,20,6,Bedwell River,29,chinook,69,13,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1690,82,2019,20,6,Bedwell River,30,chinook,72,13,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1691,82,2019,20,6,Bedwell River,31,chinook,96,16,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1692,82,2019,20,6,Bedwell River,32,chinook,79,14,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1693,82,2019,20,6,Bedwell River,33,chinook,75,14,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1694,82,2019,20,6,Bedwell River,34,chinook,81,17,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1695,82,2019,20,6,Bedwell River,35,chinook,75,13,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1696,82,2019,20,6,Bedwell River,36,chinook,79,15,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1697,82,2019,20,6,Bedwell River,37,chinook,63,11,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1698,82,2019,20,6,Bedwell River,38,chinook,68,14,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1699,82,2019,20,6,Bedwell River,39,coho,65,13,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0
1700,82,2019,20,6,Bedwell River,40,chinook,75,15,,,,,,,,,,,,,,,,,,,,,,,,1,,,,clipped,0,0,0,0,0,0
1701,83,2019,4,7,Lone Cone Light,1,coho,105,19,,,1,1,1,,,,,1,,,,,,,,,,,,,,1,,,,All fish retained for bio samples,4,1,2,1,1,1
1702,83,2019,4,7,Lone Cone Light,2,coho,96,19,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,0,0,0,1
1703,83,2019,4,7,Lone Cone Light,3,chinook,125,20,,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,2,1,0,1,0,0
1704,83,2019,4,7,Lone Cone Light,4,coho,113,21,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,0,0,0,1
1705,83,2019,4,7,Lone Cone Light,5,coho,107,21,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,2,1,0,0,2,2
1706,83,2019,4,7,Lone Cone Light,6,chinook,119,20,,1,3,2,,,,,,,1,,,,,,,,,,,,,1,,,,,7,1,2,1,4,4
1707,83,2019,4,7,Lone Cone Light,7,chinook,111,23,,,,1,,,,1,,,,,,,,,,,,,,,,1,1,,,,2,1,2,0,0,0
1708,83,2019,4,7,Lone Cone Light,8,chinook,99,23,,,,,,,,,,1,2,,,,,,,,,,,,,1,,,,,3,1,0,3,0,0
1709,83,2019,4,7,Lone Cone Light,9,chinook,128,26,,,,2,,,,,,2,1,,,,,,,,,,,,,1,,,,,5,1,2,3,0,0
1710,84,2019,10,7,Bedwell River,1,coho,82,16,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Tea coloured water,0,0,0,0,0,0
1711,85,2019,10,7,Bedwell River,1,chinook,65,12,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Tea coloured water,0,0,0,0,0,0
1712,86,2019,10,7,Bedwell River,1,chum,81,14,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Tea coloured water,0,0,0,0,0,0
1713,86,2019,10,7,Bedwell River,2,chum,82,16,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Tea coloured water,0,0,0,0,0,0
1714,86,2019,10,7,Bedwell River,3,coho,87,17,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Tea coloured water,0,0,0,0,0,0
1715,86,2019,10,7,Bedwell River,4,chum,78,14,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Tea coloured water,0,0,0,0,0,0
1716,86,2019,10,7,Bedwell River,5,chum,78,15,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Tea coloured water,0,0,0,0,0,0
1717,86,2019,10,7,Bedwell River,6,chum,57,12,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Tea coloured water,0,0,0,0,0,0
1718,86,2019,10,7,Bedwell River,7,chum,54,11,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Tea coloured water,0,0,0,0,0,0
1719,86,2019,10,7,Bedwell River,8,chum,72,13,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Tea coloured water,0,0,0,0,0,0
1720,86,2019,10,7,Bedwell River,9,chum,63,12,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Tea coloured water,0,0,0,0,0,0
1721,87,2019,10,7,Bedwell River,1,chinook,72,14,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Tea coloured water,0,0,0,0,0,0
1722,87,2019,10,7,Bedwell River,2,chinook,74,14,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Tea coloured water,0,0,0,0,0,0
1723,87,2019,10,7,Bedwell River,3,chinook,81,16,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Tea coloured water,0,0,0,0,0,0
1724,87,2019,10,7,Bedwell River,4,chinook,78,15,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Tea coloured water,0,0,0,0,0,0
1725,87,2019,10,7,Bedwell River,5,chinook,81,15,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Tea coloured water,0,0,0,0,0,0
1726,77,2020,10,4,Bedwell River,1,coho,82,16,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,eye,0,0,0,,,
1727,77,2020,10,4,Bedwell River,2,coho,87,16,,,,,,,,,,,,,,,,,,,,,,,,1,,,,scarred operculum,0,0,0,,,
1728,77,2020,10,4,Bedwell River,3,coho,102,18,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,,,
1729,77,2020,10,4,Bedwell River,4,coho,110,21,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,,,
1730,77,2020,10,4,Bedwell River,5,chum,93,16,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,1,1,0,,,
1731,77,2020,10,4,Bedwell River,6,coho,92,17,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,,,
1732,77,2020,10,4,Bedwell River,7,coho,111,21,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,,,
1733,77,2020,10,4,Bedwell River,8,coho,106,22,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,,,
1734,77,2020,10,4,Bedwell River,9,coho,109,22,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,,,
1735,77,2020,10,4,Bedwell River,10,coho,71,14,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,,,
1736,77,2020,10,4,Bedwell River,11,coho,89,16,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,,,
1737,77,2020,10,4,Bedwell River,12,coho,101,18,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,,,
1738,77,2020,10,4,Bedwell River,13,coho,98,19,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,0,,,
1739,77,2020,10,4,Bedwell River,14,coho,75,18,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,,,
1740,77,2020,10,4,Bedwell River,15,coho,95,18,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,,,
1741,77,2020,10,4,Bedwell River,16,coho,91,19,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,,,
1742,77,2020,10,4,Bedwell River,17,coho,95,18,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,,,
1743,77,2020,10,4,Bedwell River,18,coho,83,17,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,tail,0,0,0,,,
1744,77,2020,10,4,Bedwell River,19,coho,80,15,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,,,
1745,77,2020,10,4,Bedwell River,20,coho,108,21,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,,,
1746,77,2020,10,4,Bedwell River,21,coho,102,18,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,,,
1747,77,2020,10,4,Bedwell River,22,coho,87,16,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,,,
1748,77,2020,10,4,Bedwell River,23,coho,92,16,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,,,
1749,77,2020,10,4,Bedwell River,24,coho,91,17,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,,,
1750,77,2020,10,4,Bedwell River,25,coho,78,15,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,,,
1751,77,2020,10,4,Bedwell River,26,coho,76,14,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,,,
